date,total_cases,total_death,seoul_cases,seoul_death,close,open,volume,ticker,label
2020-03-12,7869,66,212,0,113000,117000,468120,011070,0.0
2020-03-13,7979,67,225,0,105500,105000,783139,011070,0.5
2020-03-14,8086,72,238,0,0,0,0,0,0.0
2020-03-15,8162,75,247,0,0,0,0,0,0.0
2020-03-16,8236,75,253,0,96500,106500,546732,011070,0.0
2020-03-17,8320,81,265,0,93700,92000,469854,011070,0.0
2020-03-18,8413,84,270,0,83200,94700,579437,011070,0.0
2020-03-19,8565,91,282,0,76300,86100,485245,011070,0.5
2020-03-20,8652,94,299,0,99100,80600,847968,011070,0.4844444444444444
2020-03-21,8799,102,314,0,0,0,0,0,0.0
2020-03-22,8897,104,324,0,0,0,0,0,0.0
2020-03-23,8961,111,330,0,91300,92500,656846,011070,0.0
2020-03-24,9037,120,334,0,107500,95800,1404434,011070,0.43
2020-03-25,9137,126,347,0,113500,115000,1082656,011070,0.43
2020-03-26,9241,131,360,0,107500,113500,614784,011070,0.0
2020-03-27,9332,139,372,0,108500,114000,656381,011070,0.5
2020-03-28,9478,144,390,0,0,0,0,0,0.0
2020-03-29,9583,152,410,0,0,0,0,0,0.0
2020-03-30,9661,158,426,0,114000,104500,433381,011070,0.5
2020-03-31,9786,162,450,0,114000,117500,403951,011070,0.0
2020-04-01,9887,165,474,0,108500,114000,421645,011070,0.0
2020-04-02,9976,169,488,0,113000,111000,371857,011070,0.0
2020-04-03,10062,174,506,0,110000,115000,270855,011070,0.5
2020-04-04,10156,177,528,0,0,0,0,0,0.0
2020-04-05,10237,183,552,0,0,0,0,0,0.4757692307692307
2020-04-06,10284,186,563,0,122000,112000,575285,011070,0.0
2020-04-07,10331,192,567,0,128500,126000,573155,011070,0.5
2020-04-08,10384,200,578,2,126500,129000,330346,011070,0.0
2020-04-09,10423,204,590,2,125000,129000,343195,011070,0.0
2020-04-10,10450,208,595,2,124000,124000,335378,011070,0.0
2020-04-11,10480,211,599,2,0,0,0,0,0.0
2020-04-12,10512,214,602,2,0,0,0,0,0.0
2020-04-13,10537,217,610,2,117500,123000,276368,011070,0.0
2020-04-14,10564,222,612,2,123000,120500,253263,011070,0.5
2020-04-15,10591,225,617,2,0,0,0,0,0.5
2020-04-16,10613,229,619,2,126000,121000,248233,011070,0.5
2020-04-17,10635,230,621,2,132500,129000,526932,011070,0.5
2020-04-18,10653,232,622,2,0,0,0,0,0.0
2020-04-19,10661,234,624,2,0,0,0,0,0.0
2020-04-20,10674,236,624,2,130000,129500,275074,011070,0.5
2020-04-21,10683,237,626,2,128000,130000,255235,011070,0.5
2020-04-22,10694,238,628,2,129500,126500,252396,011070,0.0
2020-04-23,10702,240,628,2,128500,130000,192230,011070,0.0
2020-04-24,10708,240,628,2,126000,128500,151619,011070,0.0
2020-04-25,10718,240,629,2,0,0,0,0,0.0
2020-04-26,10728,242,629,2,0,0,0,0,0.0
2020-04-27,10738,243,629,2,136000,127500,462280,011070,0.5
2020-04-28,10752,244,633,2,136500,136500,309713,011070,0.4897916666666666
2020-04-29,10761,246,633,2,132000,136500,382840,011070,0.5
2020-04-30,10765,247,633,2,0,0,0,0,0.0
2020-05-01,10774,248,634,2,0,0,0,0,0.0
2020-05-02,10780,250,635,2,0,0,0,0,0.5
2020-05-03,10793,250,637,2,0,0,0,0,0.0
2020-05-04,10801,252,637,2,131500,128000,211701,011070,0.0
2020-05-05,10804,254,637,2,0,0,0,0,0.0
2020-05-06,10806,255,637,2,131500,133000,226286,011070,0.5
2020-05-07,10810,256,637,2,132500,130500,174195,011070,0.0
2020-05-08,10822,256,637,2,137500,134500,463718,011070,0.5
2020-05-09,10840,256,649,2,0,0,0,0,0.0
2020-05-10,10874,256,663,2,0,0,0,0,0.0
2020-05-11,10909,256,683,2,136000,139000,201947,011070,0.4824999999999999
2020-05-12,10936,258,695,2,142000,136500,379410,011070,0.5
2020-05-13,10962,259,707,3,146000,139500,246446,011070,0.0
2020-05-14,10991,260,711,4,143000,145000,369874,011070,0.0
2020-05-15,11018,260,725,4,146000,145500,175754,011070,0.0
2020-05-16,11037,262,730,4,0,0,0,0,0.0
2020-05-17,11050,262,735,4,0,0,0,0,0.0
2020-05-18,11065,263,736,4,138500,145000,444203,011070,0.0
2020-05-19,11078,263,742,4,139500,142000,227252,011070,0.0
2020-05-20,11110,263,752,4,142000,139500,215537,011070,0.0
2020-05-21,11122,264,756,4,141000,143500,191571,011070,0.0
2020-05-22,11142,264,758,4,137500,141000,187242,011070,0.0
2020-05-23,11165,266,762,4,0,0,0,0,0.0
2020-05-24,11190,266,768,4,0,0,0,0,0.0
2020-05-25,11206,267,774,4,137500,138500,122512,011070,0.0
2020-05-26,11225,269,783,4,142000,138000,232040,011070,0.5
2020-05-27,11265,269,802,4,140500,141500,199150,011070,0.0
2020-05-28,11344,269,826,4,144000,141000,465668,011070,0.47200000000000003
2020-05-29,11402,269,846,4,147500,145000,342629,011070,0.0
2020-05-30,11441,269,855,4,0,0,0,0,0.0
2020-05-31,11468,270,861,4,0,0,0,0,0.5
2020-06-01,11503,271,862,4,153000,147500,319112,011070,0.0
2020-06-02,11541,272,876,4,154000,152000,279540,011070,0.5
2020-06-03,11590,273,895,4,152000,157000,208400,011070,0.0
2020-06-04,11629,273,909,4,153000,153500,186188,011070,0.0
2020-06-05,11668,273,924,4,153500,153000,173240,011070,0.5
2020-06-06,11719,273,947,4,0,0,0,0,0.0
2020-06-07,11776,273,974,4,0,0,0,0,0.0
2020-06-08,11814,273,996,4,159500,156000,233099,011070,0.0
2020-06-09,11852,274,1015,4,157500,160500,145510,011070,0.0
2020-06-10,11902,276,1027,4,164500,159500,339108,011070,0.5
2020-06-11,11947,276,1048,4,167000,165500,460347,011070,0.5
2020-06-12,12003,277,1073,4,173000,159500,335866,011070,0.5
2020-06-13,12051,277,1101,4,0,0,0,0,0.0
2020-06-14,12084,277,1113,4,0,0,0,0,0.0
2020-06-15,12121,277,1120,4,160000,171000,272176,011070,0.0
2020-06-16,12155,278,1132,4,169500,166000,217329,011070,0.5
2020-06-17,12198,279,1145,5,169500,172500,245439,011070,0.5
2020-06-18,12257,280,1170,6,167000,167500,102190,011070,0.0
2020-06-19,12306,280,1188,6,166500,169000,172178,011070,0.0
2020-06-20,12373,280,1202,6,0,0,0,0,0.0
2020-06-21,12421,280,1219,6,0,0,0,0,0.0
2020-06-22,12438,280,1224,6,161000,163500,192150,011070,0.0
2020-06-23,12484,281,1230,6,164000,164500,281113,011070,0.4766666666666666
2020-06-24,12535,281,1241,6,168000,166000,214867,011070,0.0
2020-06-25,12563,282,1250,7,162500,165000,152419,011070,0.0
2020-06-26,12602,282,1267,7,171500,165500,296752,011070,0.43
2020-06-27,12653,282,1284,7,0,0,0,0,0.0
2020-06-28,12715,282,1298,7,0,0,0,0,0.0
2020-06-29,12757,282,1305,7,171500,168500,195007,011070,0.43
2020-06-30,12799,282,1312,7,174500,174500,333467,011070,0.465
2020-07-01,12850,282,1321,7,175000,176500,143766,011070,0.0
2020-07-02,12904,282,1334,7,173000,176500,100555,011070,0.0
2020-07-03,12967,282,1346,7,176000,172500,109482,011070,0.0
2020-07-04,13030,283,1353,8,0,0,0,0,0.0
2020-07-05,13091,283,1369,8,0,0,0,0,0.0
2020-07-06,13137,284,1372,8,178500,177000,137135,011070,0.43
2020-07-07,13181,285,1375,8,175500,180000,131564,011070,0.43
2020-07-08,13244,285,1385,8,173500,175500,185304,011070,0.0
2020-07-09,13293,287,1393,9,179500,174500,171069,011070,0.0
2020-07-10,13338,288,1401,9,177000,180500,126707,011070,0.43
2020-07-11,13373,288,1409,9,0,0,0,0,0.0
2020-07-12,13417,289,1416,9,0,0,0,0,0.0
2020-07-13,13479,289,1429,9,173500,179500,214564,011070,0.5
2020-07-14,13512,289,1436,9,174000,173000,131599,011070,0.0
2020-07-15,13551,289,1442,9,169000,174500,219888,011070,0.0
2020-07-16,13612,291,1449,9,163500,168500,246792,011070,0.0
2020-07-17,13672,293,1458,9,165000,164000,126754,011070,0.0
2020-07-18,13711,294,1464,9,0,0,0,0,0.0
2020-07-19,13745,295,1474,10,0,0,0,0,0.0
2020-07-20,13771,296,1477,10,161000,167000,234878,011070,0.4726086956521739
2020-07-21,13816,296,1498,10,171000,162500,440261,011070,0.5
2020-07-22,13879,297,1514,11,164500,171500,326333,011070,0.4789999999999999
2020-07-23,13938,297,1526,11,160500,167000,510467,011070,0.465
2020-07-24,13979,298,1547,11,156000,158500,287131,011070,0.0
2020-07-25,14092,298,1558,11,0,0,0,0,0.0
2020-07-26,14150,298,1565,11,0,0,0,0,0.0
2020-07-27,14175,299,1574,11,157000,156000,182513,011070,0.0
2020-07-28,14203,300,1580,11,163000,159500,292320,011070,0.0
2020-07-29,14251,300,1589,11,162000,162500,149108,011070,0.0
2020-07-30,14269,300,1592,11,162000,164000,114044,011070,0.0
2020-07-31,14305,301,1600,11,161000,165500,165939,011070,0.0
2020-08-01,14336,301,1602,11,0,0,0,0,0.0
2020-08-02,14366,301,1607,11,0,0,0,0,0.0
2020-08-03,14389,301,1612,11,165000,161000,210011,011070,0.0
2020-08-04,14423,301,1621,11,167000,167000,192571,011070,0.0
2020-08-05,14456,302,1627,12,163000,167500,253805,011070,0.0
2020-08-06,14499,302,1636,12,163000,163500,182359,011070,0.0
2020-08-07,14519,303,1645,13,165000,164500,264314,011070,0.0
2020-08-08,14562,304,1662,13,0,0,0,0,0.0
2020-08-09,14598,305,1675,13,0,0,0,0,0.0
2020-08-10,14626,305,1688,13,160500,165000,321918,011070,0.0
2020-08-11,14660,305,1694,13,160000,161000,195262,011070,0.0
2020-08-12,14714,305,1709,13,161500,159000,192240,011070,0.0
2020-08-13,14770,305,1735,13,166000,163000,438222,011070,0.0
2020-08-14,14873,305,1767,13,163500,166500,169898,011070,0.0
2020-08-15,15039,305,1841,13,0,0,0,0,0.0
2020-08-16,15318,305,1987,13,0,0,0,0,0.0
2020-08-17,15515,305,2077,13,0,0,0,0,0.0
2020-08-18,15761,306,2209,14,154500,162500,418830,011070,0.0
2020-08-19,16058,306,2360,14,154500,154500,153435,011070,0.0
2020-08-20,16346,307,2495,15,145000,153000,325065,011070,0.0
2020-08-21,16670,309,2621,16,146500,148000,171356,011070,0.0
2020-08-22,17002,309,2749,16,0,0,0,0,0.0
2020-08-23,17399,309,2889,16,0,0,0,0,0.0
2020-08-24,17665,309,2986,16,155000,148000,228720,011070,0.0
2020-08-25,17945,310,3120,16,152000,156500,267834,011070,0.0
2020-08-26,18265,312,3232,17,149500,151000,177660,011070,0.0
2020-08-27,18706,313,3386,17,146500,149500,114677,011070,0.0
2020-08-28,19077,316,3532,19,147000,147000,101248,011070,0.0
2020-08-29,19400,321,3657,20,0,0,0,0,0.0
2020-08-30,19699,323,3773,22,0,0,0,0,0.0
2020-08-31,19947,324,3867,23,145000,147500,128873,011070,0.0
2020-09-01,20182,324,3961,23,153500,145500,322368,011070,0.0
2020-09-02,20449,326,4062,24,169000,158500,818324,011070,0.0
2020-09-03,20644,329,4131,24,163000,168500,269915,011070,0.0
2020-09-04,20842,331,4201,24,158000,155500,270454,011070,0.0
2020-09-05,21010,333,4251,25,0,0,0,0,0.0
2020-09-06,21177,334,4314,26,0,0,0,0,0.0
2020-09-07,21296,336,4362,28,158500,160000,116202,011070,0.0
2020-09-08,21432,341,4429,32,162000,160000,194051,011070,0.0
2020-09-09,21588,344,4478,32,166000,161000,333883,011070,0.0
2020-09-10,21743,346,4526,32,169500,169000,481188,011070,0.0
2020-09-11,21919,350,4589,34,169500,168500,173693,011070,0.0
2020-09-12,22055,355,4639,35,0,0,0,0,0.0
2020-09-13,22176,358,4670,38,0,0,0,0,0.0
2020-09-14,22285,363,4711,40,170000,171500,111647,011070,0.0
2020-09-15,22391,367,4743,42,169500,171000,174968,011070,0.0
2020-09-16,22504,367,4794,42,168500,171000,127730,011070,0.0
2020-09-17,22657,372,4857,43,162000,167500,210746,011070,0.0
2020-09-18,22783,377,4904,46,161500,161500,287773,011070,0.0
2020-09-19,22893,378,4944,46,0,0,0,0,0.0
2020-09-20,22975,383,4972,47,0,0,0,0,0.0
2020-09-21,23045,385,4995,48,157500,160000,166897,011070,0.0
2020-09-22,23106,388,5016,49,155000,159000,157282,011070,0.0
2020-09-23,23216,388,5056,49,154500,156500,155945,011070,0.0
2020-09-24,23341,393,5095,50,147500,152000,175012,011070,0.0
2020-09-25,23455,395,5152,52,151500,149000,121813,011070,0.0
2020-09-26,23516,399,5178,53,0,0,0,0,0.0
2020-09-27,23611,401,5212,53,0,0,0,0,0.0
2020-09-28,23661,406,5231,54,155500,154000,106135,011070,0.0
2020-09-29,23699,407,5242,54,155000,158000,118006,011070,0.0
2020-09-30,23812,413,5293,56,0,0,0,0,0.0
2020-10-01,23889,415,5323,57,0,0,0,0,0.0
2020-10-02,23952,416,5334,57,0,0,0,0,0.0
2020-10-03,24027,420,5360,59,0,0,0,0,0.0
2020-10-04,24091,421,5376,60,0,0,0,0,0.0
2020-10-05,24164,422,5395,61,157000,155000,90040,011070,0.0
2020-10-06,24239,422,5410,61,157000,158000,107303,011070,0.0
2020-10-07,24353,425,5443,61,166000,157000,261275,011070,0.0
2020-10-08,24422,427,5463,62,166000,167500,230506,011070,0.0
2020-10-09,24476,428,5485,62,0,0,0,0,0.0
2020-10-10,24548,430,5510,63,0,0,0,0,0.0
2020-10-11,24606,432,5533,64,0,0,0,0,0.0
2020-10-12,24703,433,5564,64,162000,167500,117661,011070,0.0
2020-10-13,24794,434,5584,65,163000,166500,195485,011070,0.0
2020-10-14,24878,438,5607,66,163000,166000,224184,011070,0.0
2020-10-15,24988,439,5632,66,159500,163000,127547,011070,0.0
